,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
Susceptible,51268999.0,51268998.97350562,51268998.901583716,51268998.79227004,51268998.650263555,51268998.47789826,51268998.27579382,51268998.04328624,51268997.7787072,51268997.47955873,51268997.14261471,51268996.76397044,51268996.33905447,51268995.86261221,51268995.32866725,51268994.73046437,51268994.0603962,51268993.30991481,51268992.469428286,51268991.52818202,51268990.47412371,51268989.2937508,51268987.971938744,51268986.49174797,51268984.83420751,51268982.97807216,51268980.89955028,51268978.57199924,51268975.965584435,51268973.046895534,51268969.77851967,51268966.11856158,51268962.020106316,51268957.43061807,51268952.291266754,51268946.5361741,51268940.091568656,51268932.87484065,51268924.79348308,51268915.743905805,51268905.61010775,51268894.262189955,51268881.554690525,51268867.32472011,51268851.38987427,51268833.54589536,51268813.5640538,51268791.18821691,51268766.131566234,51268738.07292045,51268706.65261886,51268671.46791217,51268632.067800395,51268587.94725133,51268538.540728815,51268483.21494543,51268421.26074417,51268351.88401086,51268274.19549832,51268187.19943008,51268089.78073763,51267980.69077412,51267858.531315975,51267721.73664247,51267568.55347729,51267397.01852847,51267204.933334604,51266989.836098425,51266748.970158875,51266479.24868682,51266177.215142354,51265838.999020875,51265460.26631516,51265036.16410426,51264561.25889919,51264029.47022962,51263434.01325365,51262767.44675955,51262022.45924612,51261197.43962792,51260329.218608975,51259602.08131822,51259244.451059826,51259098.69099792,51258997.84212964,51258903.364070624,51258809.479819156,51258715.990759894,51258623.479359455,51258532.509024866,51258443.51765078,51258356.825308494,51258272.65628466,51258191.15930705,51258112.42407515,51258036.49445819,51257963.37898492,51257893.05915786,51257825.496033095,51257760.63542072,51257698.411985174,51257638.75247203,51257581.57823858,51257526.80723193,51257474.3555274,51257424.1385187,51257376.07183118,51257330.07201665,51257286.05707474,51257243.946837746,51257203.663247794,51257165.13054942,51257128.27541611,51257093.02702501,51257059.31709185,51257027.07987494,51256996.25215559,51256966.773200855,51256938.58471298,51256911.6307692,51256885.857754774,51256861.21429139,51256837.651162684,51256815.121238284,51256793.579397246,51256772.98245195,51256753.28907282,51256734.45971435,51256716.45654299,51256699.24336675,51256682.78556711,51256667.050033025,51256652.005097196,51256637.620474674,51256623.86720377,51256610.71758921,51256598.145147495,51256586.124554634,51256574.63159561,51256563.64311574,51256553.13696851,51256543.09193128,51256533.48723961,51256524.298771955,51256515.46425844,51256506.57006253,51256493.96292732,51256467.61253413,51256437.02143362,51256406.749998115,51256376.94263337,51256347.44444005,51256318.1145409,51256288.843566716,51256259.54801414,51256230.164119855,51256200.64304694,51256170.94722548,51256141.04758975,51256110.921490535,51256080.551117666,51256049.92230901,51256019.02365091,51255987.845798366,51255956.38096211,51255924.62252051,51255892.56472665,51255860.202487156,51255827.531194896,51255794.54660259,51255761.24472741,51255727.621778555,51255693.67410285,51255659.39814331,51255624.7904079,51255589.84744583,51255554.5658296,51255518.94214128,51255482.972962104,51255446.654864706,51255409.98440693,51255372.95812719,51255335.572540864,51255297.82413747,51255259.7093786,51255221.22469604,51255182.36649042,51255143.13113007,51255103.51495012,51255063.51425159,51255023.12530079,51254982.34432866,51254941.16753047,51254899.59106488,51254857.61105371,51254815.22358265,51254772.42469517,51254729.21039706,51254685.57666426,51254641.51942074,51254597.03457047,51254552.117953315,51254506.76539195,51254460.97265243,51254414.73547456,51254368.04954266,51254320.91050289,51254273.31395841,51254225.255478196,51254176.73057273,51254127.73471291,51254078.26333833,51254028.31183828,51253977.87555684,51253926.94979095,51253875.52979451,51253823.610775165,51253771.187891826,51253718.25625915,51253664.81094374,51253610.84696122,51253556.359283,51253501.34283366,51253445.79248745,51253389.7030618,51253333.06933004,51253275.88601697,51253218.147795714,51253159.84928029,51253100.985038474,51253041.54958775,51252981.53739238,51252920.942854844,51252859.76032924,51252797.98411759,51252735.60846707,51252672.627560325,51252609.03552928,51252544.82645196,51252479.994350225,51252414.53318082,51252348.4368442,51252281.69918321,51252214.31398,51252146.27495859,51252077.575782575,51252008.210050784,51251938.17130327,51251867.453017265,51251796.04860422,51251723.95141506,51251651.15477005,51251577.65178556,51251503.43571704,51251428.49961882,51251352.83651492,51251276.43935938,51251199.301028535,51251121.414366476,51251042.77209941,51250963.36690842,51250883.19140839,51250802.23813289,51250720.49955207,51250637.96804695,51250554.63591986,51250470.49542246,51250385.53872573,51250299.75792384,51250213.14502967,51250125.6919817,51250037.39064288,51249948.232792445,51249858.21013249,51249767.314287476,51249675.53679251,51249582.869105116,51249489.30260558,51249394.828594506,51249299.43828661,51249203.12279183,51249105.87314853,51249007.68031342,51248908.53515986,51248808.42846283,51248707.35089716,51248605.29306267,51248502.24547207,51248398.19854997,51248293.14260827,51248187.06786932,51248079.964471385,51247971.82246154,51247862.63179956,51247752.38229065,51247641.06370223,51247528.66568522,51247415.177797064,51247300.58948781,51247184.89009049,51247068.06885078,51246950.11491161,51246831.01731141,51246710.76498265,51246589.346749075,51246466.751319975,51246342.96729947,51246217.983187124,51246091.78736707,51245964.36811255,51245835.71358419,51245705.8118278,51245574.65077415,51245442.218237825,51245308.50191588,51245173.48938662,51245037.16810869,51244899.52541994,51244760.548543446,51244620.22454964,51244478.54041529,51244335.482984915,51244191.03896353,51244045.194967195,51243897.93742389,51243749.25269091,51243599.12695174,51243447.54628374,51243294.4966103,51243139.96373244,51242983.933296576,51242826.39084605,51242667.32173864,51242506.711176194,51242344.544271685,51242180.805990614,51242015.48114679,51241848.554401994,51241680.01026511,51241509.83310588,51241338.007146016,51241164.51643583,51240989.3448917,51240812.47627388,51240633.89416848,51240453.58201173,51240271.5230899,51240087.700531095,51239902.09730341,51239714.69621313,51239525.47989645,51239334.43080727,51239141.53123935,51238946.763314605,51238750.108980305,51238551.55000701,51238351.06798697,51238148.644357786,51237944.26037816,51237737.897117406,51237529.53546315,51237319.156119645,51237106.73960619,51236892.26625492,51236675.716207705,51236457.069417216,51236236.305644296,51236013.40445617,51235788.34522476,51235561.107123256,51235331.66910284,51235100.009949595,51234866.10823275,51234629.94231713,51234391.490361445,51234150.73031657,51233907.63992085,51233662.196662344,51233414.37786792,51233164.16062762,51232911.52181279,51232656.43807422,51232398.88582628,51232138.84126026,51231876.28035437,51231611.17884963,51231343.51225555,51231073.25584782,51230800.38464775,51230524.873463,51230246.69685179,51229965.82912989,51229682.2443685,51229395.91638181,51229106.81873252,51228814.92474707,51228520.207490355,51228222.6397711,51227922.19413964,51227618.84285512,51227312.557950065,51227003.31117909,51226691.07402713,51226375.81770821,51226057.51315152,51225736.131002076,51225411.641650215,51225084.015193656,51224753.22144602,51224419.229934454,51224082.00986951,51223741.53019972,51223397.75957222,51223050.66633392,51222700.218531445,51222346.38389921,51221989.129853025,51221628.42352733,51221264.23173276,51220896.52096532,51220525.25740369,51220150.40687862,51219771.93492405,51219389.80674568,51219003.98721516,51218614.440871656,51218221.13191066,51217824.02416974,51217423.08117914,51217018.26610941,51216609.54178266,51216196.87066974,51215780.214860514,51215359.53610799,51214934.79580761,51214505.95498374,51214072.97429272,51213635.81401294,51213194.434021614,51212748.79385961,51212298.85266878,51211844.56920546,51211385.90183727,51210922.80851278,51210455.24680074,51209983.17388064,51209506.546519406,51209025.32107677,51208539.45349701,51208048.89927636,51207553.613541216,51207053.55097623,51206548.66583968,51206038.91195981,51205524.24270721,51205004.61102338,51204479.96942446,51203950.269969694,51203415.46426824,51202875.50347251,51202330.338234216,51201779.918800496,51201224.19492926,51200663.11590717,51200096.63054575,51199524.68715277,51198947.23355404,51198364.21711318,51197775.58468637,51197181.282632336,51196581.25680783,51195975.452512786,51195363.81460153,51194746.28738792,51194122.81466519,51193493.339701705,51192857.80521609,51192216.15338658,51191568.32588384,51190914.263818614,51190253.90775256,51189587.19769377,51188914.07303968,51188234.472686104,51187548.33494059,51186855.59753413,51186156.197618626,51185450.07174114,51184737.15584262,51184017.385315076,51183290.69492888,51182557.018848546,51181816.2906278,51181068.44315588,51180313.408751965,51179551.11909735,51178781.50523509,51178004.49756964,51177220.025845386,51176428.019132785
Exposed,1.0,0.8435099793358504,0.7564075309405799,0.7188912428748165,0.7177557030720477,0.7443208465484084,0.793025845554526,0.86047616576739,0.9447995200368161,1.0452129562021266,1.1617343053102898,1.2949927862490207,1.446107903245656,1.6166158319134691,1.8084292131928892,2.02382088587369,2.2654252311785017,2.5362530256185494,2.839717152448187,3.179667579177407,3.560434729891292,3.9868809119923103,4.4644598883398245,4.999284923527574,5.598205783695136,6.268895729532806,7.019949290076846,7.8609919850114505,8.802803266374939,9.857455021663098,11.038465675638596,12.360973515703105,13.84193077645619,15.500320828217571,17.357401507352968,19.43697748820277,21.76570562790038,24.373436465184763,27.29359683377166,30.563618395421468,34.22541741269846,38.32593201716559,42.917723882279816,48.05965193391911,53.817626672993136,60.26545502570721,67.4857865562813,75.57117262046893,84.62525245798355,94.76408182652192,106.11762040209459,118.83139720223087,133.06837573333993,149.01104292528152,166.863747454947,186.85531831619906,209.24199790856736,234.31072538499183,262.38281308004554,293.8180639645931,329.0193823827223,368.4379352937775,412.5789318925357,462.00809757604753,517.3589196094633,579.3407602311373,648.7479428087772,726.4699255234694,813.5026884516686,910.9614835422122,1020.0951157109513,1142.3019222784394,1279.1476530633197,1432.385434147938,1603.9777785969447,1796.118846578699,2011.244059052883,2251.939360726961,2520.1778312261754,2812.2313132449744,3089.239247686404,3183.7456300486606,2925.494089049145,2525.914479609025,2159.232821729022,1853.4375347523185,1602.555087613379,1396.7845200549677,1227.4184383842257,1087.3488975717114,970.8703769972238,873.4180683361617,791.3411052996523,721.7186166388966,662.2124732129683,610.9497369781204,566.4288668769467,527.4448885889931,493.02969729730745,462.4044220858809,434.94142633364606,410.133978287069,387.5720518120502,366.9230096855974,347.91618843862443,330.3305883953653,313.9850496609929,298.73040177080645,284.44319534093256,271.02069278760865,258.37686370574346,246.4391834139797,235.14607066487866,224.44483708954223,214.29004393131729,204.64218482741032,195.46662838348712,186.73276855179563,178.4133409636236,170.483871813636,162.92223284620403,155.70828118269287,148.82356662115183,142.25109412581247,135.97512942276737,129.9810390729219,124.25515933267845,118.7846873954026,113.55759066695177,108.56253092763173,103.788800141702,99.22626596429787,94.86532516356036,90.69686329986776,86.71221962578235,82.90315640933605,79.26183156825695,75.78077465401498,72.45286476945023,69.27131155612288,66.22964251675201,63.32172355895367,60.54213200403025,57.88960456892469,55.39890007475691,53.42780057106686,55.307379220686414,69.33320212025691,84.49382394588025,96.60620197283825,106.10439128039206,113.60299909400476,119.59168386003165,124.44283306865947,128.4379902073349,131.78985545882625,134.659104274415,137.16712502809747,139.40563038755508,141.44391918410346,143.33436357978144,145.1165515937107,146.82041561385455,148.46859645994857,150.0782271503135,151.66228188293886,153.2305942671143,154.790625776413,156.34804687766936,157.90717567029725,159.47130890982652,161.04297285322372,162.62411174332453,164.21623070189534,165.82050361640276,167.4378545288366,169.0690189145558,170.71459060861739,172.37505682896318,174.05082417802794,175.74223903744485,177.44960269131235,179.17318278338345,180.91322195894867,182.66994409535744,184.44355954689425,186.23426887036572,188.04226551331473,189.86773793905564,191.71087136520458,193.57184907866727,195.45085303237272,197.34806443214288,199.26366498250354,201.19783685479393,203.15076299806063,205.12262744232092,207.1136154719407,209.12391339621104,211.15370959957673,213.20319328205932,215.27255619658322,217.36199086441462,219.4716922750211,221.6018566133443,223.7526825506274,225.92437040576255,228.11712244354598,230.33114252590144,232.56663707366707,234.8238143698961,237.1028842791288,239.40405889349242,241.7275523585605,244.07358093826818,246.4423628756526,248.83411850137864,251.2490703146044,253.6874428352307,256.1494628172695,258.63535945461916,261.14536390203216,263.6797094555285,266.2386317577668,268.82236915894345,271.4311620028662,274.06525287337433,276.72488669580713,279.4103109469119,282.12177528951975,284.8595316862394,287.6238345093992,290.4149408701827,293.23311010275677,296.07860390518715,298.9516865164324,301.85262540094885,304.7816902701219,307.7391533064335,310.7252893052991,313.7403761743566,316.78469443881767,319.8585271892415,322.962159724915,326.0958800335223,329.2599789035517,332.45475039311214,335.6804911229261,338.9375007342275,342.2260822121139,345.5465413128458,348.899185017265,352.2843291732346,355.702283569377,359.1533668022712,362.63789889830247,366.156203885401,369.7086089618954,373.2954427135434,376.91703904532227,380.5737340360872,384.2658667137851,387.99377980236056,391.75781905892967,395.5583342621854,399.39567877939805,403.2702083266593,407.1822823070876,411.1322636281144,415.12051883679266,419.1474178768618,423.21333414254735,427.31864488714115,431.46373088178933,435.64897644090024,439.8747700043635,444.14150355402046,448.4495725980759,452.7993762898413,457.1913177066023,461.62580469081695,466.10324836826743,470.6240636003496,475.1886690586717,479.79748784963493,484.4509475907819,489.1494793611452,493.89351820679536,498.6835031862007,503.51987851170054,508.4030924757241,513.3335971970166,518.3118489491675,523.3383079658026,528.41344183624,533.5377196085348,538.7116157658113,543.9356090609742,549.2101831100099,554.5358268018741,559.9130330622511,565.3422995074048,570.8241285252861,576.3590273438982,581.9475077498533,587.5900850333371,593.28728151212,599.0396266780316,604.8476518872353,610.7118935614067,616.6328934518751,622.6111999587492,628.6473661422712,634.7419493583787,640.8955127614911,647.1086252624563,653.3818612843469,659.7158003814341,666.1110273694746,672.5681340875409,679.0877166547399,685.6703771644281,692.3167240424094,699.0273697403269,705.8029352749477,712.6440448738146,719.5513306563589,726.525429556754,733.5669854976397,740.6766479604735,747.8550734394022,755.1029230853694,762.4208664779813,769.809580271846,777.2697451562988,784.8020485106008,792.407184596383,800.085854563018,807.8387664866084,815.6666347584849,823.5701804746103,831.5501324508185,839.6072255993791,847.7422018906134,855.9558111806394,864.2488101104474,872.6219621077389,881.0760377554435,889.6118148712854,898.2300785873509,906.9316217368474,915.717245426206,924.5877579768343,933.5439754728488,942.5867218871529,951.716829175057,960.9351373428518,970.2424934471552,979.6397526293898,989.1277785656773,998.7074431432555,1008.3796265341721,1018.1452172689771,1028.0051123106198,1037.960217128724,1048.0114457722161,1058.1597209433864,1068.4059740716539,1078.7511453872694,1089.196183995786,1099.742047961115,1110.3897043538468,1121.140129346665,1131.9943082819161,1142.9532357453356,1154.0179156397712,1165.1893615132008,1176.4685997006068,1187.856661660047,1199.354590346913,1210.963438592094,1222.684269190121,1234.5181550830578,1246.4661793438993,1258.5294351839386,1270.7090261925566,1283.0060663736986,1295.4216802223066,1307.9570020753097,1320.6131778998974,1333.3913640390706,1346.292727656879,1359.3184468244137,1372.4697113191055,1385.7477221872966,1399.153690649458,1412.6888397705532,1426.3544040407858,1440.1516294680998,1454.0817767301944,1468.1461146055879,1482.3459249705147,1496.6825018492632,1511.1571514169066,1525.7711923148684,1540.5259557012475,1555.4227847802315,1570.4630355526895,1585.6480767244964,1600.979289813488,1616.4580683215086,1632.0858197671018,1647.8639645425158,1663.7939361431158,1679.877181353847,1696.115160976645,1712.5093501841461,1729.061235992359,1745.7723200033538,1762.6441177344511,1779.6781587293804,1796.8759901008204,1814.2391700424505,1831.7692714669035,1849.4678825029264,1867.3366060929097,1885.3770602108877,1903.5908781144344,1921.9797078951156,1940.545213142445,1959.2890729190372,1978.2129818899543,1997.3186487946741,2016.607799496901,2036.0821760138235,2055.7435359841784,2075.593653171663,2095.6343180395193,2115.867339216756,2136.2945390892974,2156.9177578917365,2177.738852722846,2198.759697676278,2219.982188005532,2241.408233923635,2263.039761655258,2284.8787165583713,2306.927061978208,2329.1867794316286,2351.659868936875,2374.3483486808204,2397.254255583818,2420.3796453433083,2443.726592590154,2467.2971885252905,2491.0935444380016,2515.1177926231003,2539.372083618844,2563.858587438988,2588.5794938984777,2613.5370154180528,2638.7333805531653,2664.1708394867997,2689.8516627310696,2715.778141278176,2741.9525913475563,2768.3773497516077,2795.0547696210783,2821.987228265847,2849.1771247317656,2876.626879989359,2904.3389372344127,2932.315761819122,2960.559841641829,2989.073687281326,3017.859832185056,3046.9208294765976,3076.2592543922146,3105.8777105887807,3135.7788224119377,3165.9652375876317,3196.4396273786133,3227.204690216555,3258.2631443540636,3289.6177334500403,3321.2712256546565,3353.2264136340095,3385.4861199033458,3418.0531961476877,3450.930508229808,3484.120953020753,3517.6274535398748,3551.4529591832165,3585.600441458235,3620.072903374172,3654.8733738756077,3690.004908491586,3725.4705899907335,3761.2735270560966,3797.4168536736092
Infected,0.0,0.17645979438750173,0.3177723453665022,0.43768225317824916,0.5458531460904629,0.6492058780614984,0.7528342013677298,0.8606331383435311,0.9757324429955154,1.1007978732748571,1.2382432372688976,1.3903824387357044,1.5595416315343795,1.748145216304737,1.9587851715074625,2.1942803255646206,2.4577302380809734,2.752567012617814,3.0826075179499477,3.4521079226103106,3.8658220637248717,4.329064979635007,4.8477828096210995,5.428630256050231,6.079056627836907,6.807401950043871,7.623004268382516,8.536319563133366,9.55905577843961,10.704323566399463,11.986803893895,13.422936412642995,15.031130325723822,16.832000328685687,18.84863088866427,21.106872060089934,23.635671097267412,26.467443301014423,29.638487534075384,33.18945159006809,37.165853184158394,41.618663417741956,46.6049601594606,52.18865965046388,58.44133566644843,65.44313701253937,73.28381505217708,82.06387390921923,91.89585852954698,102.90579760878829,115.23481884280392,129.04095756536748,144.50118232807245,161.81366359931843,181.20031320520525,202.9096281432031,227.21987622721022,254.4426621052993,284.92692022289725,319.06338665737263,357.2896074149996,400.0955444548054,448.02985353842746,501.70691619710556,561.8147111421772,629.1236280017924,704.496337871918,788.8988462907803,883.4128658101012,989.2496708405475,1107.7656147438606,1240.479497533997,1389.092010755366,1555.5075070265882,1741.8583301174453,1950.531839665116,2184.1990496125127,2445.8363456769052,2738.681819536887,3065.7461990503703,3426.600574650034,3802.4912221676295,4136.029808479413,4378.449277783899,4529.179560916757,4604.722039126353,4621.56695518452,4593.379828475904,4531.081017927308,4443.318495559394,4336.916347475672,4217.244723393233,4088.5168833555326,3954.026341262539,3816.3359385144436,3677.4285357879958,3538.827080779437,3401.6902618225668,3266.8886860810344,3135.0655397501596,3006.6848570300754,2882.0699311694116,2761.43385181089,2644.9037760045417,2532.540196486541,2424.352232811858,2320.309742626248,2220.3529124957026,2124.3998322288135,2032.352468056285,1944.1013617237757,1859.529314366517,1778.514265734223,1700.9315322199004,1626.655537546562,1555.561140082208,1487.5246414647181,1422.4245428571262,1360.142102110253,1300.561734248486,1243.5712887585146,1189.062230498124,1136.929746043687,1087.0727907837945,1039.394091802002,993.8001171691822,950.2010185252082,908.5105547436558,868.6460018454193,830.5280528160506,794.0807110807215,759.2311797885814,725.9097488397366,694.0496814327062,663.5871011324554,634.4608802545276,606.6125304302844,579.9860955737946,554.5280479126048,530.1871871096479,506.91454312257883,484.6632845020188,463.3886629721358,443.04822764364394,423.6045284630883,405.05038701652916,387.6393749525478,372.9782840296391,362.32132148614187,355.0253648293643,350.3021431442185,347.5322229346383,346.24556981504867,346.0870270784704,346.78840625488647,348.14722608329765,350.01063998586187,352.2632823272579,354.81809979957205,357.60942423308745,360.58773832349823,363.71572404923614,366.9652783742374,370.315258170962,373.74977869761716,377.25692682493775,380.82778977068375,384.45572210251584,388.135791432768,391.8643600369137,395.63876912896745,399.4570996206784,403.3179923682781,407.220511910062,411.1640435975214,415.14821600377905,419.1728425157359,423.23787661778505,427.3433785306107,431.48949045629877,435.67641717243356,439.90441165519434,444.1737642000461,448.4847942284858,452.83784439554586,457.2332756379671,461.6714636721865,466.1527964826058,470.67767234609596,475.24649823218505,479.85968859293666,484.5176648622829,489.2208549237329,493.96969201246253,498.76461478368736,503.6060668907517,508.49449764527674,513.4303611319941,518.4141151740871,523.446223829368,528.527153533611,533.6573784071487,538.8373745518915,544.0676246465948,549.3486143658664,554.6808357607658,560.0647853332651,565.5009645074126,570.9898785646383,576.532039577442,582.1279640725447,587.7781719961193,593.483189098754,599.2435462980617,605.0597799241629,610.9324311936425,616.8620466245628,622.8491783487292,628.8943835409727,634.9982248133604,641.1612704730853,647.3840939327141,653.6672739322989,660.0113949066313,666.417047638667,672.8848279669274,679.4153372316547,686.0091826849027,692.6669784455373,699.3893438371515,706.1769039053316,713.030289780521,719.9501397039331,726.9370974195829,733.9918126135201,741.1149411845887,748.3071460909164,755.5690961399503,762.9014662656313,770.3049377478727,777.7801991381806,785.3279453426353,792.9488778935896,800.6437057925947,808.4131446212099,816.2579167968665,824.1787517873877,832.1763858730682,840.2515623291524,848.4050315682671,856.6375508845813,864.9498812316108,873.3428071916913,881.817097243015,890.3735431039103,899.0129398960462,907.7360898870909,916.5438045554884,925.4368991290265,934.4162022991503,943.4825477645771,952.636776829763,961.8797400474896,971.212295035785,980.6353095933672,990.1496604587982,999.7562300865362,1009.4559100937031,1019.2496008196207,1029.138211907601,1039.122661443402,1049.2038760943592,1059.3827919846042,1069.6603539982304,1080.0375158364195,1090.5152412837958,1101.094502931277,1111.776282141956,1122.5615693109914,1133.4513645741567,1144.4466799451673,1155.548535550582,1166.757960778986,1178.075994470531,1189.5036866565306,1201.042098772106,1212.6923007326786,1224.4553723420292,1236.332403401735,1248.3244964448859,1260.4327641644838,1272.6583288056763,1285.0023229525516,1297.4658891153654,1310.0501869255038,1322.756380640585,1335.5856475698013,1348.539175604821,1361.6181648243494,1374.8238285938266,1388.157390134005,1401.6200842921796,1415.2131577368857,1428.9378691175286,1442.7954897782554,1456.7873057112279,1470.9146125767384,1485.1787154676729,1499.5809359174002,1514.1226079822231,1528.8050782603052,1543.629704912182,1558.5978596786372,1573.7109284331684,1588.9703098843654,1604.377415814344,1619.9336714597287,1635.6405160736783,1651.4994018399098,1667.5117981072408,1683.6791847885036,1700.003056766605,1716.4849247038128,1733.126309318803,1749.9287525545753,1766.8938043394985,1784.0230342284226,1801.318023759926,1818.780371858222,1836.4116912683853,1854.2136121899866,1872.1877764511976,1890.3358468362503,1908.6595037311083,1927.1604375136722,1945.840355202816,1964.7009809402953,1983.7440560040436,2002.9713389057904,2022.384603859958,2041.9856417698984,2061.7762628656374,2081.7582924859444,2101.933573567874,2122.3039686303414,2142.871357093217,2163.637635291236,2184.6047173839574,2205.7745355596135,2227.149040238965,2248.7302009685845,2270.52000773011,2292.5204685904982,2314.7336109565804,2337.1614818832995,2359.8061483091064,2382.6696972240215,2405.754232963643,2429.0618799735457,2452.594784002329,2476.355111215575,2500.3450483776805,2524.566803033681,2549.022603758689,2573.7147005358124,2598.6453645797005,2623.8168886430694,2649.231587221432,2674.8917967391812,2700.799875996352,2726.9582095578685,2753.369199245438,2780.0352717582155,2806.9588767575315,2834.1424870593737,2861.5885988268756,2889.299731951005,2917.2784325137886,2945.5272672541523,2974.0488284234393,3002.8457327230076,3031.9206215073914,3061.2761629451275,3090.915050080183,3120.839999383501,3151.0537540567316,3181.5590831789964,3212.3587819830336,3243.4556754888295,3274.8526108569904,3306.5524638244783,3338.558137273838,3370.872561465088,3403.4986950654093,3436.439524795618,3469.6980643414154,3503.2773563573214,3537.1804721334765,3571.4105118348116,3605.970606120845,3640.863913378834,3676.0936221760876,3711.662951028856,3747.575148600988,3783.833495407262,3820.44130368221,3857.4019136462143,3894.7186982175863,3932.395061899305,3970.4344410395224,4008.8403089479516,4047.616166154138,4086.7655471601734,4126.292020065153,4166.199186412726,4206.490682177974,4247.170178332401,4288.241378156294,4329.708020500805,4371.573879196279,4413.842763343402,4456.51851809252,4499.605023995957,4543.1061978009075,4587.025992795503,4631.368399026884,4676.137444660147,4721.337197737714,4766.971759651332,4813.045271769871,4859.561913929048,4906.525904742943,4953.94150721709,5001.813019718094,5050.144779804076,5098.941166651483,5148.206600170057,5197.945541815492,5248.162496329403,5298.862007369232,5350.04866197875,5401.727089779295,5453.901963320795,5506.577998047484,5559.75995325361,5613.452632346453,5667.660882911695,5722.389597186379,5777.643713019972,5833.428217903769,5889.748139018536,5946.608552225455,6004.014580056592,6061.971392084461,6120.484210935804,6179.55830513029,6239.198987745749,6299.411623325134,6360.201625836445,6421.574459259382,6483.535640531448,6546.090733665421,6609.245355254099,6673.005173511143,6737.375908691424,6802.363332080515,6867.973267904742,6934.211595129268,7001.084245478271,7068.597204662873,7136.756512841603,7205.568271218546,7275.038628374325,7345.173791755217,7415.980025149191,7487.463649118519,7559.631047276438,7632.488662833164,7706.042988449655,7780.3005803611695,7855.268054482495,7930.952086895351,8007.35941715604,8084.496842693414,8162.371223701459,8240.989482757226,8320.358605201245,8400.48563700813,8481.377685718033,8563.041928654278,8645.485604941001,8728.716018562833,8812.740538834236,8897.56661081477,8983.201735500012,9069.653483116708,9156.929492660904,9245.03747142277,9333.985198800407,9423.78052857793
